metadata,page_content
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""后轮驱动版"", ""year"": 2022, ""price"": ""31.69万""}",首先最满意的就是动力了，开起来感觉真的不一样，只要开了新能源车，绝对会喜欢这种感觉，动力感受真的远超燃油车，最直观的就是加速的瞬间速度反应，超级快，路上变道超车so easy。还有就是车机系统，特斯拉的车机系统做的是真的棒，根本用不着手机导航，上车后在中控屏中直接输入目的地，路线规划马上就出来了，因为屏幕大，导航界面也很大，看起就很舒服，还支持语音识别。按住方向盘上的按钮就可以语音识别调整目的地什么的，非常方便。还有对特斯拉的续航，我也还是比较满意的，当然如果续航能够更长点，就更好了。 特斯拉一直不支持对外放电，只能进不能出。如果能支持放电就更好了，我了解到现在一般新能源车都支持对外放电，如果可以放电出去露营野餐就更方便。还有一点就是特斯拉的无敌天窗，是优势也有劣势，劣势就是夏天是真的热，开启20度的空调都热的冒汗，天幕还要自己配，关键是加了天幕也不得啥子效果，依然热。所以说夏天的耗电也是异常的快，充一次电跑不到好久。 外型属于经典型的，我特别喜欢它的大溜背设计，高车顶高屁股，也就是因为车顶高，所以车内的后排空间务必巨大。 如果追求家用，空间需求大的新能源车，这款车值得选择。 内饰也是属于经典型的，特别一点的就是中间一个大中屏，其他就没啥了，也是因为除了大中屏就没啥配置了，也没得啥子实体按钮，就只有方向盘上有两个圆球球，所以说没啥说的。 顶天也就400左右了吧我觉着，这个续航其实已经很不错了，一周一充，这个充电频率也是能够接受的，充一次电最多不超过50块钱，一个月顶天了也就200的电费，划得来，朋友些开油车的都无比羡慕我的特斯拉。 动力非常棒，我有点儿喜欢地板油，这样其实不太好，因为耗电快，但是抵不过这种提速感觉很棒啊（当然我一般都是在限速内行驶的哈，大家还是要遵守交通规则），瞬间提速的那种推背感真的超级过瘾。 空间巴适，新能源车有个天然的优势就是多个前备箱，少了发动机位置，前面就多了一个空间可以用来放东西，其实平时也没有那么多东西后面放不下要放在前面，但是有总比没有好对吧，这个算是空间上的优势。前后两个储物空间，大且多。车内就更不用说了，前后两排5个座位，我老婆170的个子坐在后面完全可以葛优躺，腿也放得下。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}",家里已经有一辆老油车快要退休了，准备增添个车子，考虑到未来五年应该是能源转变，由汽油驱动转变成电驱动，所以准备买一辆电车。最近两年特斯拉很火，商超里面也有直营店，逛街的功夫就试驾了，试驾过后感觉动力超级猛，这点直接吸引了我，另外感觉开起来质感很好，方向盘紧致，整个车也紧致，山路弯多，转弯支撑也很好。 开了这么久，没有大问题，只是后排座椅不舒服，不适合家人上时间坐在上面，现在新款已经把座椅加长30mm了，果然是越到后面越香。 外观我很喜欢，厚重大气，运动时尚，后溜背和大屁股看着很性感。怎么看都不过时，买的时候我没有选配，默认黑色外观，19寸轮毂，现在看着别人20寸轮毂感觉确实更好看一些，但是19寸会舒适一些。黑色车漆确实太容易脏了，准备开几年重新去贴个膜。 个人认为，不拿油车来对比加速吧，但是这个价位，国产新能源的车里面有能比特斯拉更好开操控更好专属充电桩更多的车吗，我觉得没有，modelY的使用成本也是极低的，保险并没有网传的一万多，实际第一年是六千多，续保三四千可以搞定。 内饰风格我是满意的，给3颗星主要是因为做工不是非常精致，手套箱的侧面缝隙油一点对不齐，另外就是偶尔有点异响。但不是很严重。相对其他方面，这一块扣一颗星的分数。 标准续航版本，表显续航435km，充满电实际能跑450Km左右，春夏秋冬续航也就微微上下浮动，也没有一次把电量跑光，只是从能耗来看，秋天能耗差不多13度电/100km，电耗控制的很不错，夏季开空调能耗也只增加大概1度/100km. 之前真的没有开过这么好开的车，我是想打五分又怕它骄傲，转向精准，加速很平顺，在重庆这样上坡路段，也可以开的随心所欲，动力绝对足够，而且转弯的时候车子重心很稳，不会有过多的倾斜。不太满意的就只有后排的乘坐感受，这是在过颠簸路段的时候同事说的，感觉很硬很颠簸，不是很柔和。 空间我一开始就觉得特别特别大，尤其是储物空间，也就是后备箱空间和前备箱空间，后备箱空间下面还有一个很深的空间能放东西，后排座椅可以完全放倒，放倒后可以铺床露营，在车上睡觉，（开空调也不怕一氧化碳中毒）。后来也坐了同事的B级轿车，发现modelY的后排乘坐空间其实不算大，后排纵向空间，比同事的车少了1拳到2拳的距离，但是后备箱比同事的大得多。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""后轮驱动版"", ""year"": 2022, ""price"": ""31.69万""}",空前超大，不仅有传统的超大后备箱，还多了前机盖的储物空间，后备箱下面也多了一个放东西的地方。作为一个汽车小白，天天看车评说的各种超控，开了那么多年的各种车，是完全没开出啥感觉来，但是特斯拉的驾驶感，这真是让人耳目一新，越开越爽，动力说来就来，再也不用顾忌踩厉害了，伤汽车发动机，也不担心激烈驾驶的高油耗，真正的随心所欲的驾驶乐趣。 车辆的动力回收，自己开确实没啥感觉，但后排乘客还是犯晕，因为没有油车的延迟，前进和停止感很强，坐后面看手机什么的很容易晕。车辆也没有了仪表台，看车速等信息都在中控，档位和时间的字体显示太小了，很不容看清楚，还是挺不习惯。物理按键也都是在屏幕上操作，比如调节空调的时候，经常划来划去的，不像实体按键，加减档位很清晰。 外观越看越喜欢，有点带跑车的感觉，灯也是青蛙眼，对就是有点像那个买不起的品牌的设计，哈哈。对比其他新势力电车，给人一种年轻时尚的感觉，没有一点成熟感，这也是我的需求。 性价比感觉就是30多万，买了一辆SUV的跑车，特别喜欢这个无框车门，感觉特斯拉很多设计其实就是跑车的元素，以前就特别喜欢那些无框车门的车型，现在在这次买车以后都实现了，这些设计都特别符合年轻化的群体。 特斯拉车型很多大胆的设计，比如全景的天窗，坐进去以后车内空间显得非常的敞亮，但是买车以后刚好夏天也差不多过完了，还没有体会过网上说的，来自夏天的教你做个熟人的感觉，瑟瑟发抖的迎来明年的夏天吧。。。在淘宝上也看了很多解决的办法，比如贴膜和安装遮阳棚，希望到时候有效果吧。 目前天天都是市区跑，续航基本一个星期充一次，435公里安全足够了，现在充电桩的建设也慢慢成熟起来，以后出行也更加方便了。 买车的时候也看了新势力几款车，但都各有优势，确实让人很难取舍，但最后决定选Y，驾驶感受是很大一个原因，开习惯了油车的软绵绵，再来驾驶特斯拉简直如同打开一片新天地，更纯粹的驾驶感， 这超量的空间，全完可以把车子当一个仓库来放了，以前开轿车的时候，家里娃娃的婴儿车玩具车，几乎都很难放进去，婴儿车要把轮子拆开了才能放进去，我照片里的飞机玩具车，根本就放不进去。现在Y的空间，可以吧杂物放在下面储物箱和前机盖里面，剩下的空间就可以放小孩子的推车。平时出去露营游玩，也可以拉很多的装备，不担心装不下了。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",这辆毛豆y是我的第一辆车，买车之前还做了很多功课，几乎天天都要泡在app上面看车。已经是汽车之家的忠实粉丝了，呵呵呵。其实我买车的目的也很明确，就是奔着新能源车来的，在现在这个高油价而且不怎么出远门的年代，电车是很实用的了。左右看了很多品牌，不是续航不行，就是外观不行。这辆车首先满足了我的外观梦想，很有的电跑车的味道。再一个就是续航也不错，而且充电很快。还有就是动力也很充足，据上述条件，在试跑了这辆车以后就果断的定了。 这款车的有点很明显，但是有的缺点也比较明显。比如说开高速上100码噪音就偏大，胎噪确实控制得不怎么样。再一个缺点就是内饰简直是太简洁了，我是不怎么在乎这一点，但是不喜欢简洁风的朋友最好去实地看一下。他几乎的功能都是集中在屏幕上面的。 外观总体我是能打到90分的。首先颜色是黑色很深邃，就是有点吸灰尘。前脸位置我是非常非常喜欢的，一种溜背感觉的设计，还有两条深深的线条，凹凸感很明显也很高级。侧面腰线搭配上隐形门把手，时尚运动简洁的感觉一下就出来了。但是车尾部分就一般了。 性价比其实算一般。买的就是一个高续航和一个品牌度。自己喜欢就好吧。 内饰怎么说呢？这个是见仁见智的东西。有的人喜欢简洁风，有的人又觉得这个有点太寒酸了，毕竟价格也算不低。整个中控感觉就孤零零一个屏幕在那里，几乎功能都集中在他上面。一开始接触这个车的时候还是要一些时间来接触和适应的。 续航这一款我相信应该是很多买电车的人最看重的问题。我对比车子的时候这一条是首位，这款车的续航比起官方给的数据有所折扣，但并不是缩水很严重，我充满电一次大概还是能买到400km这样，已经是很好的表现了。 这个车开起来整体感受都是偏上乘的，体验感不错。我之前有开过我把的油车，再开这款车，总感觉这款车开起来更加顺滑。而且起步啊，提速啊，加速啊都比较快，而且几乎没有遇到过什么卡顿感。 乘坐空间这一部分是比较不错的。源于他内部的简洁风设计前排位置也预留出来了很多空间。特别是副驾驶位置真的非常宽敞。第二排座位也是很宽敞，我188cm的身高偏胖的体型坐在后面离前排座椅还有一拳的位置，在电车一类里面表现算是很好的了。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""Performance高性能全轮驱动版"", ""year"": 2022, ""price"": ""36.39万""}",为什么一个女生会买特斯拉Y呢，首先促使我选择Y的第一个原因就是它的外形，外形是我最满意的，车身我专门选的白色，真的绝了这个颜色，白色不仅好看，走在路上相当亮眼，而且显得车更很大。第二个原因当然也是我很满意的就是它的空间了，前后空间很大，后备箱前备箱都可以放东西，后备箱做的高，放东西进去拿出来等都不用弯腰，放重物时很友好。第三个原因是确实想买一台新能源车，油价这么贵，想节省点油费，同时特斯拉的品牌我也非常的认可，所以最终就选了这台车。 特斯拉的方向盘我觉着有点小呢，不知道是不是只有我有这个感觉啊。刚开始开起来不怎么适应，之前的车是一台油车，方向盘感觉要大一圈，所以刚换车时开起来有些不适应，习惯了就还好吧。就是不知道方向盘做小点是有什么讲究还是怎么的。 车头我觉着做的有些短，跟一般车做的不一样呢。车头做的短，做了大溜背的顶，车型比较特别。整个车看起来就比较的有分量。 性价比方面的话，价格说实话已经不便宜了，可以选择的车型也很多，但是特斯拉值得入手，值得冲的。相比毛豆3，Y的空间更强一些，所以如果有家用需求的，我觉着Y可能会更适合的。 车内前排两个座椅都带电动调节的，都是电动座椅，主驾驶的腰部个人觉着支撑力不是很好，我自己买了个腰垫靠着才舒服一些，扶手区的空间很大，前后有两个地方都可以放东西，湿巾啊证件啊啥的放里面可以隐藏起来，车内就整洁的多。 特斯拉的续航总的上来说算长的了，600左右，我平常主要上下班使用，偶尔跟小姐妹出去耍，够用。 提速没的说，新能源车在提速上面比燃油车快太多了，快到换朋友的油车开就变得完全不习惯了，老是会觉着加速疲软，用不上力的感觉。不过特斯拉的动力回收系统，刚开的时候确实不喜欢，松油门的动力回收非常猛，相当于猛踩了一脚刹车，就有些一怂一怂的感觉，容易晕车。其他没啥了。 空间上当然是无可挑剔的，标配是5人座位，坐下5个人肯定是完全没问题的，目测第二排空间坐3个人完全足够。第二排座椅的靠背有两个角度可以调节，还可以完全放倒。前排座椅我172左右，调成正常驾驶位后，后面空间都还有小50公分。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""后轮驱动版"", ""year"": 2022, ""price"": ""31.69万""}",最满意的当属空间了，车内空间是真的宽敞。前后两排距离也非常宽，坐在后排看前排感觉中间隔了一个银河系，特别是后备箱，真的太大了，后排座椅放倒后，可以躺下个1米8的人左右翻滚没问题。还有一点很满意的，就是他的车机系统，特斯拉自己研发的系统确实智能，导航界面清晰路线规划合理，一块大中控屏汇集了所有操作，集中，智能，操作便利。 满意的在空间，不满意的也是在这方面，后排座椅是可以放倒的，就是因为为了可以放倒，所以后排座椅的舒适度个人感觉不是很好，头部空间缺失，背部座椅很硬，没有前排座椅坐起舒适。这一点不是很满意，虽然我平时主要都自己开车，没有坐在后排，但是家人平常坐的时间多，改良下当然更好了。 特斯拉的外观做的确实好看，特斯拉的外形相比是最不一样的。 如果是想买一款新能源车，品牌价值高，续航长，足够智能足够科技的车，那么特斯拉是值得选择的，消费品嘛，早买早享受，因为迟早也要涨价。 整体来说内饰是合格的，是实用的。没有多豪华的配置，也没有多繁复的设计，一切就是简单实用为主。总的上来说是可以的。 充一次电就这个天气节省着跑可以跑个400左右，开空调的话估计只有200多了，印象中最夸张的时候，那两天每天跑周边郊县，每天一充，不然就会被甩在路上。 车感可以，我开起来是非常的爽的，但是我老婆坐我车经常骂我，骂我开的快把她整吐了，实际上我自己并不觉着开的快，可能是因为习惯了吧。我回想原因，估计是因为一踩油门提速确实快，另外一松油门速度回收的又很快，松油门就相当于在猛踩刹车了，一快一慢确实有些上头，看来下次还是要注意下了。 空间上没问题，前后排都可，包括后备箱部分都非常的完美，甚至在空间上相比其他车有很大优势的一点，就在于它的头顶部分。我180的大个子&#40;对，上文说的1米8的人就是我&#41;，对我来说头部空间非常的重要，太矮了的话坐在车上头顶都要抵到车顶了，整个就非常不舒服，但是特斯拉完全不存在这个问题，特别是后排，我儿子5岁1.22米的身高直接站在后排那里都不会抵着头，可以完全站立，就可想而知特斯拉Y的空间有多优秀了。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}","今年跟媳妇结婚，商量给家中添置第一辆新车，媳妇刚开始觉得还是买油车，因为我对特斯拉比较感兴趣，我又带着媳妇去试驾，然后我们就定了modelY。开着很丝滑，比同价位油车动力强出很多，出行成本也低很多。跟媳妇度蜜月去旅行，有时候没有合适的酒店就直接在车上露营睡觉，后排座椅放倒后空间很大，可以铺上一米九长的床垫，坐起来也不会撞头。各方面都很满意，几乎比同价位油车各项胜出。 悬挂硬，我开烂路比较多，车子过烂路时比较颠簸，同时会伴有高频率震动异响。除此之外没有其他缺点。正常跑高速和铺装路面都没有异响和颠簸。 外观好看但是不太上镜，拍出来圆圆的，实际上运动感会更强，流线型也很好，车尾的溜背和后备箱设计的很大气。珍珠白车漆细看能看到亮闪闪的颗粒。 对比过Q3,现在回想还好是选择了modely，空间和动力方面秒杀Q3。保养也省去了很多项目，不需要换发动机机油，节省很多时间和金钱。 内饰给三颗星，座椅是特斯拉的弱项，座椅偏硬，没有座椅通风，后背贴着比较闷。风格倒是很前卫。全景天幕很透光，车内光线好很多。路过两边都是树木的道路，车内也是一道美丽的风景。 续航显示比较精准，导航后也能根据实际海拔来精准预估到达后剩余电量。短时间我开了一万五千公里，也没有发现电池衰减。高速上面充电半个小时可以回血一多半。能耗控制很好，12度/100km。 起步电门响应没有延迟，不同于其他电车，虽然byd也有6.9s加速的电车，但是爆发力还是特斯拉强。转向也是特斯拉更精准，转向也无明显侧倾，操控方面，同价位的车不是对手。 乘坐空间十足的大，一米七坐在座位上显得人好小，腿部空间也比较宽敞。后排乘坐空间横向还不错，没有中间凸起占位置。纵向空间稍显逊色。后排腿部空间三拳有多，后备箱空间无敌，后备箱下方还有一个大大的隐藏空间。"
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""后轮驱动版"", ""year"": 2022, ""price"": ""31.69万""}",说道最喜欢的，还是的这个车独特的外观的，可能很多人都觉得这个车是一个大号的鼠标，但是我觉得这是一种家族式设计，特斯拉这个车辆的设计，应该的5年前就已经设计出来了，但是放在现在还是不过时的，这应该就是大厂的设计，还有就是这个车的内饰设计真的非常棒，简约到极致的设计，只有一个大大的显示屏，一个方向盘，就没有其他的了，但这个设计就是两个极端化，有的人非常喜欢，比如说我，有的人非常不喜欢，但是不得不说特斯拉应该目前应该是电车的行业标杆，这个可不是我在吹什么的，大家去各大网站的评测或者各大新能源车的发布会就知道了，就像很多厂商在发布手机的时候都会将水果机作为对比对象还有就是车辆的配置，可以说只顶配，车辆出厂默认顶配，但是后续很多功能需要你找自己花钱开，这一点既恨又爱啊 最不满意的第一点就是，这个车的后排乘坐，在过减速的时候，你就会发现， 会有那种敦敦的，然后非常硬的感觉，希望这一点进行一个调整，真的好硬哦还有这个车辆配置如此高，但是不支持carplay这个功能，这可是我目前最喜欢的功能，特别是在长途行驶出行的时候，这个可是非常的想车机自带的导航地图非常的不方便，没有手机地图的方便，在我长途出行还是使用的手机导航。座椅下方的垫起真的好高，好高，日常开车把座位调的最低坐上去感觉还是很高的， 外观一直是我最喜欢的地方，特别是尾部特别的圆润，远远看这非常舒适，前部是属于那种低趴的模式，给人非常的运动，其实这个车给我的第一感觉不是SUV，而是一台介于旅行车与SUV之间的车型， 这个价格在众多车型中已经非常不错的，而且特斯拉会在不同的时间，不同的地点进行降价或者涨价，而且毫无规律。最喜欢特斯拉的一方面采用的是直营模式，全程手机下单，不需要去跟销售人员斗智斗勇。 内饰就是传统的黑色内饰，可以选择白色的内饰，但是要加8000元，穷啊，舍不得加， 特斯拉的电耗是我最满意的一点，开了这么久，车辆已经习惯了我的驾驶习惯，目前充满电显示续航在440左右，其实实际开下来应该在450多，重来没有开到没电过， 后置电机，百公里加速在6秒多，在雨天路滑的时候，深踩油门会有那种打滑的感觉。还有就是这个车开起来的感觉就是硬硬的，一点都不柔软， 空间方面，我觉得这个应该是天花板的存在，不管是坐在前排，还是后排都是非常的大，非常宽敞，而且特斯拉是新能源车的引领者，后排一直是纯平的，这一点还是非常好。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",主要是相信这个车的品牌，毕竟做电车它他还是发展的最早的，比较开心的是9月的提车速度很快，对于车子的续航能力我也是比较满意的，官宣可以跑到545公里，实际我亲测下来夏天开空调26°可以跑到420左右。对于这个中型的SUV来说，长是4.75m，宽是1.921m，高是1.624m，空间我是非常满意的，当时买这个车就考虑到除了上下班开车非常方便，用车成本也便宜，节假日，我还可以带上家人去城郊露营，放松！ 不满意的是它的减震效果，感觉过烂路或者减速带的时候车会很颠簸，特别是坐在后排感觉更强烈。它的底盘比其他的SUV都比较低，通过性就差一些了！而且它的车漆比较薄，很容易有小划痕。 特别喜欢它的外观，很有辨识度。我选择的是19寸的轮毂，没有选配配20寸的轮毂，因为听说20寸的轮毂鼓经常会被刮蹭，况且还要多加8000，我就觉得没必要了。 在买之前我就知道电车的保值率，肯定没有油车的强，当然我买车又不是为了去卖，所以不考虑这方面。只要用车成本比较低就可以了，况且谁叫我喜欢这个品牌。 内饰设计简约大气，有高级感，不过塑料感比较强，但是好在比较好打理，自带的导航我感觉很鸡肋，还是没有我手机的导航精准，有的时候信号不太好，网络也会断。 我夏天必须开空调，掉电掉的还是比较快的，不过都是在市区里面开，不会有里程焦虑。它的快充要一个小时，对比其他电车有的快充才半个小时，不过听说快车充多了对电池有影响，所以我一般都是慢充，只要把时间提前规划好就行。 你永远要相信电车的加速反应，基本上等红绿灯的时候，等绿灯后我是第1个冲出去的，那个感觉别提有多爽！感觉我就是最靓的那个仔！而且爬山上坡的时候，动力也是足够的。总之我不会再回到开油车了。体验感确实很棒！ 这个车的定位是中型的SUV，它的空间是足够使用的，坐在驾驶位，头部手部的空间都有剩余的。并且车的前后都有储物空间，可以放很多东西了。我随时都放着野餐垫，还有凳子，觉得下来我还可以入手一个天幕，我已经在畅想露营的日子了，到时候带上我老婆和小孩去亲近大自然。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",外观内饰，就喜欢这种北欧简约风，越简约越好 续航435稍显单薄，再增加点表显续航更让人舒心 喜欢这种流线型，简约，很完美的造型，它就是一辆车 全球来看，中国地区的售价最便宜，就不用我多说了吧 简约不简单，这种北欧风格很对我的胃口，就是喜欢 才开了800公里，都在成都开，114的能耗，很ＮＩＣＥ 标准，保持模式，很完美的驾驭，唯一就是转弯半径很大，掉头需要两盘子 大，大，大，空间是真的大，不局促，但是开起来又很灵巧
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",提速还是很满意的，相比以前自己的油车和电车提速明显很给力 小毛病多，用车第三天开始自动雨刮开始出故障，副驾玻璃升降也出问题！ 外观流线型还是比较满意，是自己喜欢的样式。 买之前确实觉得性价比可以（毕竟是电车的开山祖师）但用了一段时间，小毛病频发 瞬间觉得不值了！ 确实体现出简单，满意什么亮点就一个大屏，但毕竟是了解了的所以还是能接受 官宣555的续航，实际表显435续航，但实际用车（城市道路）也就370-400之间，没有跑完过都是剩余100KM左右充电 整体还是很不错，提速超车上还是很满意的。 整体内部空间还是很满意，带娃娃外出后备箱也很能装
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}","外形：之前打算换车的时候，老是喜欢在各大停车场溜达，就是看眼缘，茫茫多的车中，只有奔驰和特斯拉ModelY最符合我的审美，ModelY肥墩墩的样子，看着充满科技以及憨厚的感觉，一个特斯拉的种子就在心里种下了，

驾驶质感：保持模式，可太香太丝滑了，之前一直对特斯拉的单踏板有误解，第一次试驾特斯拉的时候也感觉挺难接受，现在适应了，发现真的香，大部分情况下，根本不用踩刹车。起步 刹车，平常的驾驶真的很丝滑，上一次用丝滑形容还是形容巧克力。当然丝滑的同时也要牢记，刹车是在左边的，紧急情况还是要去用力踩刹车。

AP: 我每天上下班70公里，会走地面，中环，沪嘉高速，郊环，之前开的油车感觉还是挺累的，特斯拉的AP辅助驾驶，每天至少能用上十分钟左右的时间，这十分钟给了我一些放松的机会，跟车距离，过弯道，下雨也能用，在路况好的情况下，用AP绝对是一大享受，那种看看窗外享受科技带来的神奇体验感觉太好了，前提也是注意安全。

内饰：很多人说特斯拉毛坯房，仪表盘都没有，但是现在看起来，这种简洁带来感觉也特别好，很喜欢这种简洁的干干净净的感觉，大气奢华沉稳，这个世界已经够复杂了，进到车里简简单单的不好吗？

空间：特斯拉的后备箱和下面的空间，前备箱，前后排空间，可太宽裕了。马上就准备在后备箱开始午休睡觉了，真的香。

车机：特斯拉的车机还是很流畅的，并且做的也是非常的科技感与简洁，当我拿着switch的蓝牙手柄，连着特斯拉的车机在那打游戏的时候，配合着优秀的音响效果，妥妥的男人浪漫大玩具 。 驻车嗡嗡声：驻车的时候，车辆车机和前备箱会有风扇嗡嗡的声音，这个我在网上查过，也找客服沟通过这个问题，目前是无法解决的，对于经常喜欢坐在车里发呆的我来说，有点不太完美，可能对于低频噪音敏感的人会有点困扰。
颠簸感：的确有些颠簸，在路况不好的时候，不过大部分路况的隔音底盘感觉还是挺舒服的。
自动雨刷：有点鸡肋，每次我还是选择的手动操作 胖乎乎肥墩墩，很可爱，SUV大大的车身看着也很威武 没有比亚迪的性价比高吧，但是比亚迪总让我感觉有点不太完美。 简洁之王，也够用，在我的审美上，该有的功能也都有了 我在家和公司都是有车库的，这个续航差不多在400多的样子，四天充一次电，感觉完全没有问题 前段有点肉，中后段动力源源不断，随心所欲 无敌的存在，后备箱，前备箱，前后排空间都太棒了"
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",我买这辆车的主要目的还是工作商务用。因为工作原因经常会跑一些比较长途的郊区办事，为了省油钱就买了这辆ModelY ，很显然买了他是比较明智的选择。首先，后期出行比我的油车肯定是大大的省钱。第二个满意的地方就是品牌，这个品牌开出去办事谈生意也不会很掉档次。再一个就是外观确实是有点纯电轿跑的味道。还有就是续航方面不得不说，确实是不用太多的顾虑，我经常开这辆车出去郊区，没有遇到过什么半路没电找地方充电的情况，只要自己合理规划和使用。 最不满意的地方没什么，比较不满意的还是有的，第一个就是内部空间相对来说不是特别宽敞，像我这种身材比较高大的坐起来舒适度不是特别高，当然这也应该是因人而异。再一个就是这个车有时候充电桩不能很好的匹配，在高速路服务区遇到过有充电桩充不了的情况一次。 外观对于我来说不是说特别看中，为了显得更加稳重，我买的黑色，就是有点吸灰尘，其他的都还好。这款车车头确实是好看，很简洁，有点轿跑的味道，但是我不喜欢尾部，翘得有点太高，看个人喜好吧。 单看价格确实是不算便宜，但是开上之后就知道了，还是比较值得的。 这款车整体内饰以我的话来说就是极简风格，很多功能都集中在语音交互和屏幕上，所以几乎没有什么实体按键和过多的中控设计。塑料感几乎没有，看着很高级。 续航这一块对于我来说是比较满意的，我基本上是跑郊区道路，很少城市道路，所以相对来说比较省电吧。充满一次电能跑到400km这样，对于纯电车我已经是比较满足的了。 说实话哈，这款车就一句话：确实是好开。一款车好不好其实好不好看才是最重要的，其他的都是其次。这款车提速很快，而且很平稳，我开了一万多公里没有出现过卡顿的时候。还有就是加速度也快，超车也平顺。操作杆也不错。 这辆车空间整体来说还是比较满意的，只是大个子坐后排的感觉有点拥挤，我身高189cm，体重160kg，坐后排腿就有点施展不开，坐久了还是有点难受的，好在中间地台是几乎纯平的，这一点好评。前排不用说，无论是驾驶座还是副驾驶位置都是比较宽敞的，而且特斯拉的车吧，前面中控没有什么过多的奇怪设计，整体就是直线和简洁为主，所以不会有脚不好放的问题。后备箱的空间呢，日常家用是没有问题的，就是开口比较偏扁，高的东西放不下。日常放两个行李箱什么的没问题。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""后轮驱动版"", ""year"": 2022, ""price"": ""31.69万""}",开车再也不用担心油耗了，和加油站说拜拜，在家晚上11点以后充电，2毛一度，充满一次10块钱，可以开一个星期，简直比公交车还便宜，虽然充电桩也大出血了哈。电车的动力那真是太猛烈了，我开油车都很温柔的，自从开了电车，才体会到那些超跑车动力带来的快感，这次在Y身上体会到驾驶的乐趣了。各种智能化的功能，也让我体会到了和传统油车的不同体检，无钥匙、智能驾驶等等，完全就是一个电子产品般的车。 安装充电桩大出血，物业只能从家里的楼层装下去，结果到负一楼车位，超了70米，补了4K大洋，心里在滴血啊。9月份提车的大冤种，不到一个月就降了4万，再次补刀。中控没有屏幕，平时看车辆状态信息，车速这些，还真不方便，电车提速本来就快，又没的油门反馈的感觉，经常不知不觉速度就起来了，每次要去看中间屏幕也是不方便，屏幕上显示车速的字体又特别小，很不方便。全车没有实体按键，每次按空调等调节的功能，真是抓狂，不是划多了就是划不够，开车很容易分心，不像实体按键加减档位心里可以数。特斯拉的语音控制，那真是智障，后来看了抖音才知道，语音控制的口令必须要背，错一点点即使相近的意思他都不执行，和被口令表一样。而且只能控制几个功能 在购车之前也看了很多车，几个电车品牌也比较了下，感觉还是Y的外形更适合自己，年轻化，科技感，没有那种奶爸车的感觉。外形特别神识跑车的感觉 31.16的大冤种，谈什么性价比。。。。 家里面上一辆宝马，平时也经常接触豪华品牌的车，所以其实基本对所谓的豪华内饰也无感了，开始一段时间其实也就那么回事。这次换了Y的内饰，简约的设计，反而感觉挺舒服的，就是没有仪表显示，真是不方便啊。全景的天窗设计确实比较大气，光线也好，就是据说到了夏天会热到怀疑人生哈，估计只有安装遮阳帘了。 基本都在市区用，每天30公里，所以对续航没的多大体会，一个星期充一次电，现在疫情的原因，基本不可能出去玩，所以只有等现在放开以后，看能有机会出去跑跑长途。 花了30多万的车，体验到了几百超跑的加速感，在起步和超车的时候，动力说来就来，完全人车合一，但普通版本的6.9秒，始终还是有点延迟，1秒以后动力才源源不断的上来。 整体空间第一排完全还是不错，但是第一排的椅子稍微往后调节了一点以后，第二排就显得有点挤了，总之第二排空间有点局促，而且座椅还有点短，个子稍微高点的坐着可能不是很舒服。
